"DevType","District","Weights"
"Metropolitan",1119,1.92196328820394
"Town",1119,1.92196328820394
"Rural",1119,1.92196328820394
"Metropolitan",1120,1.00474575767652
"Town",1120,1.00474575767652
"Rural",1120,1.00474575767652
"Metropolitan",1121,0.832537725454281
"Town",1121,0.832537725454281
"Rural",1121,0.832537725454281
"Metropolitan",1122,0.483605159167849
"Town",1122,0.483605159167849
"Rural",1122,0.483605159167849
"Metropolitan",1123,0.372463948436854
"Town",1123,0.372463948436854
"Rural",1123,0.372463948436854
"Metropolitan",1124,0.282039699727797
"Town",1124,0.282039699727797
"Rural",1124,0.282039699727797
"Metropolitan",1125,0.228400011183376
"Town",1125,0.228400011183376
"Rural",1125,0.228400011183376
"Metropolitan",1126,1.17968680112347
"Town",1126,1.17968680112347
"Rural",1126,1.17968680112347
"Metropolitan",1127,1.5778022997241
"Town",1127,1.5778022997241
"Rural",1127,1.5778022997241
"Metropolitan",1128,1.59269035660816
"Town",1128,1.59269035660816
"Rural",1128,1.59269035660816
"Metropolitan",1129,1.63635499778349
"Town",1129,1.63635499778349
"Rural",1129,1.63635499778349
"Metropolitan",1130,1.046987785462
"Town",1130,1.046987785462
"Rural",1130,1.046987785462
"Metropolitan",1131,1.05274177412399
"Town",1131,1.05274177412399
"Rural",1131,1.05274177412399
"Metropolitan",1132,1.04590354332373
"Town",1132,1.04590354332373
"Rural",1132,1.04590354332373
"Metropolitan",1133,2.01195123008797
"Town",1133,2.01195123008797
"Rural",1133,2.01195123008797
"Metropolitan",1134,1.00522529438743
"Town",1134,1.00522529438743
"Rural",1134,1.00522529438743
"Metropolitan",1135,0.923098452394369
"Town",1135,0.923098452394369
"Rural",1135,0.923098452394369
"Metropolitan",1136,1.25265766466461
"Town",1136,1.25265766466461
"Rural",1136,1.25265766466461
"Metropolitan",1137,0.564427796915355
"Town",1137,0.564427796915355
"Rural",1137,0.564427796915355
"Metropolitan",1138,0.823440805686251
"Town",1138,0.823440805686251
"Rural",1138,0.823440805686251
"Metropolitan",1139,2.49944001362569
"Town",1139,2.49944001362569
"Rural",1139,2.49944001362569
"Metropolitan",1140,1.36989174109601
"Town",1140,1.36989174109601
"Rural",1140,1.36989174109601
"Metropolitan",1141,0.808322928416948
"Town",1141,0.808322928416948
"Rural",1141,0.808322928416948
"Metropolitan",1142,0.195823096060731
"Town",1142,0.195823096060731
"Rural",1142,0.195823096060731
"Metropolitan",1143,0.76930327815994
"Town",1143,0.76930327815994
"Rural",1143,0.76930327815994
"Metropolitan",1144,1.53197179499151
"Town",1144,1.53197179499151
"Rural",1144,1.53197179499151
"Metropolitan",1145,1.33722845932985
"Town",1145,1.33722845932985
"Rural",1145,1.33722845932985
"Metropolitan",1146,1.32526140444327
"Town",1146,1.32526140444327
"Rural",1146,1.32526140444327
"Metropolitan",1147,0.64436812813098
"Town",1147,0.64436812813098
"Rural",1147,0.64436812813098
"Metropolitan",1148,0.882876008020494
"Town",1148,0.882876008020494
"Rural",1148,0.882876008020494
"Metropolitan",1149,2.18323175552722
"Town",1149,2.18323175552722
"Rural",1149,2.18323175552722
"Metropolitan",1150,1.27525641560245
"Town",1150,1.27525641560245
"Rural",1150,1.27525641560245
"Metropolitan",1151,1.21187105830619
"Town",1151,1.21187105830619
"Rural",1151,1.21187105830619
"Metropolitan",1152,1.42494634690527
"Town",1152,1.42494634690527
"Rural",1152,1.42494634690527
"Metropolitan",1153,2.08045791441839
"Town",1153,2.08045791441839
"Rural",1153,2.08045791441839
"Metropolitan",1154,1.95827016487472
"Town",1154,1.95827016487472
"Rural",1154,1.95827016487472
"Metropolitan",1155,1.93177201526589
"Town",1155,1.93177201526589
"Rural",1155,1.93177201526589
"Metropolitan",1156,0.808170081220795
"Town",1156,0.808170081220795
"Rural",1156,0.808170081220795
"Metropolitan",1157,1.15606154077567
"Town",1157,1.15606154077567
"Rural",1157,1.15606154077567
"Metropolitan",1158,1.41585996642031
"Town",1158,1.41585996642031
"Rural",1158,1.41585996642031
"Metropolitan",1159,1.09536339387071
"Town",1159,1.09536339387071
"Rural",1159,1.09536339387071
"Metropolitan",1160,1.53776124173257
"Town",1160,1.53776124173257
"Rural",1160,1.53776124173257
"Metropolitan",1161,1.29975403177404
"Town",1161,1.29975403177404
"Rural",1161,1.29975403177404
"Metropolitan",1162,1.48677343887308
"Town",1162,1.48677343887308
"Rural",1162,1.48677343887308
"Metropolitan",1163,1.67053653811526
"Town",1163,1.67053653811526
"Rural",1163,1.67053653811526
"Metropolitan",1164,1.79217034386421
"Town",1164,1.79217034386421
"Rural",1164,1.79217034386421
"Metropolitan",1165,0.0822491770195719
"Town",1165,0.0822491770195719
"Rural",1165,0.0822491770195719
"Metropolitan",1166,0.20231786749729
"Town",1166,0.20231786749729
"Rural",1166,0.20231786749729
"Metropolitan",1167,2.26797189983016
"Town",1167,2.26797189983016
"Rural",1167,2.26797189983016
"Metropolitan",1168,1.7151798184042
"Town",1168,1.7151798184042
"Rural",1168,1.7151798184042
"Metropolitan",1169,1.9974277552176
"Town",1169,1.9974277552176
"Rural",1169,1.9974277552176
"Metropolitan",1170,3.44434968051818
"Town",1170,3.44434968051818
"Rural",1170,3.44434968051818
"Metropolitan",1171,3.26618860450247
"Town",1171,3.26618860450247
"Rural",1171,3.26618860450247
"Metropolitan",1172,3.59420378628105
"Town",1172,3.59420378628105
"Rural",1172,3.59420378628105
"Metropolitan",1173,0.646814243571309
"Town",1173,0.646814243571309
"Rural",1173,0.646814243571309
"Metropolitan",1174,1.79597098072941
"Town",1174,1.79597098072941
"Rural",1174,1.79597098072941
"Metropolitan",1175,2.38686603343898
"Town",1175,2.38686603343898
"Rural",1175,2.38686603343898
"Metropolitan",1176,1.65862076743225
"Town",1176,1.65862076743225
"Rural",1176,1.65862076743225
"Metropolitan",1177,2.42972032245694
"Town",1177,2.42972032245694
"Rural",1177,2.42972032245694
"Metropolitan",1178,3.45934707706153
"Town",1178,3.45934707706153
"Rural",1178,3.45934707706153
"Metropolitan",1179,4.3004010482724
"Town",1179,4.3004010482724
"Rural",1179,4.3004010482724
"Metropolitan",1180,2.52795188755556
"Town",1180,2.52795188755556
"Rural",1180,2.52795188755556
"Metropolitan",1181,2.92400538891147
"Town",1181,2.92400538891147
"Rural",1181,2.92400538891147
"Metropolitan",1182,0.630486043420532
"Town",1182,0.630486043420532
"Rural",1182,0.630486043420532
"Metropolitan",1183,3.12993881598302
"Town",1183,3.12993881598302
"Rural",1183,3.12993881598302
"Metropolitan",1184,3.88490894930495
"Town",1184,3.88490894930495
"Rural",1184,3.88490894930495
"Metropolitan",1185,0.288307874684017
"Town",1185,0.288307874684017
"Rural",1185,0.288307874684017
"Metropolitan",1186,0.851165286229691
"Town",1186,0.851165286229691
"Rural",1186,0.851165286229691
"Metropolitan",1187,0.992628282900264
"Town",1187,0.992628282900264
"Rural",1187,0.992628282900264
"Metropolitan",1188,1.83973762902962
"Town",1188,1.83973762902962
"Rural",1188,1.83973762902962
"Metropolitan",1189,0.986196713030866
"Town",1189,0.986196713030866
"Rural",1189,0.986196713030866
"Metropolitan",1190,0.292526199358658
"Town",1190,0.292526199358658
"Rural",1190,0.292526199358658
"Metropolitan",1191,0.137784268407766
"Town",1191,0.137784268407766
"Rural",1191,0.137784268407766
"Metropolitan",1192,0.102284115394051
"Town",1192,0.102284115394051
"Rural",1192,0.102284115394051
"Metropolitan",1193,2.47525849582194
"Town",1193,2.47525849582194
"Rural",1193,2.47525849582194
"Metropolitan",1194,1.5623615119254
"Town",1194,1.5623615119254
"Rural",1194,1.5623615119254
"Metropolitan",1195,2.96639933130221
"Town",1195,2.96639933130221
"Rural",1195,2.96639933130221
"Metropolitan",1196,3.3502994341106
"Town",1196,3.3502994341106
"Rural",1196,3.3502994341106
"Metropolitan",1197,1.40373147287482
"Town",1197,1.40373147287482
"Rural",1197,1.40373147287482
"Metropolitan",1198,1.62212201663364
"Town",1198,1.62212201663364
"Rural",1198,1.62212201663364
"Metropolitan",1199,0.927120467287352
"Town",1199,0.927120467287352
"Rural",1199,0.927120467287352
"Metropolitan",1200,1.63200503093349
"Town",1200,1.63200503093349
"Rural",1200,1.63200503093349
"Metropolitan",1201,0.87050767721884
"Town",1201,0.87050767721884
"Rural",1201,0.87050767721884
"Metropolitan",1202,0.185064654328581
"Town",1202,0.185064654328581
"Rural",1202,0.185064654328581
"Metropolitan",1203,0.198478596606732
"Town",1203,0.198478596606732
"Rural",1203,0.198478596606732
"Metropolitan",1204,2.03444377867979
"Town",1204,2.03444377867979
"Rural",1204,2.03444377867979
"Metropolitan",1205,1.97173784809246
"Town",1205,1.97173784809246
"Rural",1205,1.97173784809246
"Metropolitan",1206,1.120901391575
"Town",1206,1.120901391575
"Rural",1206,1.120901391575
"Metropolitan",1207,1.54986271270607
"Town",1207,1.54986271270607
"Rural",1207,1.54986271270607
"Metropolitan",1208,0.940399493407805
"Town",1208,0.940399493407805
"Rural",1208,0.940399493407805
"Metropolitan",1209,1.8733648168769
"Town",1209,1.8733648168769
"Rural",1209,1.8733648168769
"Metropolitan",1210,1.01449734895659
"Town",1210,1.01449734895659
"Rural",1210,1.01449734895659
"Metropolitan",1211,0.618552766235158
"Town",1211,0.618552766235158
"Rural",1211,0.618552766235158
"Metropolitan",1212,0.62861368320498
"Town",1212,0.62861368320498
"Rural",1212,0.62861368320498
"Metropolitan",1213,0.269682903877067
"Town",1213,0.269682903877067
"Rural",1213,0.269682903877067
"Metropolitan",1214,3.02987295379311
"Town",1214,3.02987295379311
"Rural",1214,3.02987295379311
"Metropolitan",1215,3.88052195395934
"Town",1215,3.88052195395934
"Rural",1215,3.88052195395934
"Metropolitan",1216,1.55034311408049
"Town",1216,1.55034311408049
"Rural",1216,1.55034311408049
"Metropolitan",1217,4.08252863253234
"Town",1217,4.08252863253234
"Rural",1217,4.08252863253234
"Metropolitan",1218,2.8763969430034
"Town",1218,2.8763969430034
"Rural",1218,2.8763969430034
"Metropolitan",1219,2.4057834340885
"Town",1219,2.4057834340885
"Rural",1219,2.4057834340885
"Metropolitan",1220,2.79210573132628
"Town",1220,2.79210573132628
"Rural",1220,2.79210573132628
"Metropolitan",1221,3.98960552247785
"Town",1221,3.98960552247785
"Rural",1221,3.98960552247785
"Metropolitan",1222,19.0384560762181
"Town",1222,19.0384560762181
"Rural",1222,19.0384560762181
"Metropolitan",1223,0.496084778513368
"Town",1223,0.496084778513368
"Rural",1223,0.496084778513368
"Metropolitan",1224,3.71874060502728
"Town",1224,3.71874060502728
"Rural",1224,3.71874060502728
"Metropolitan",1225,0.417019024737069
"Town",1225,0.417019024737069
"Rural",1225,0.417019024737069
"Metropolitan",1226,0.707103944915388
"Town",1226,0.707103944915388
"Rural",1226,0.707103944915388
"Metropolitan",1227,4.14104204035486
"Town",1227,4.14104204035486
"Rural",1227,4.14104204035486
"Metropolitan",1228,6.09120578604215
"Town",1228,6.09120578604215
"Rural",1228,6.09120578604215
"Metropolitan",1229,2.86311438086816
"Town",1229,2.86311438086816
"Rural",1229,2.86311438086816
"Metropolitan",1230,0.596337700346864
"Town",1230,0.596337700346864
"Rural",1230,0.596337700346864
"Metropolitan",1231,4.1754317748405
"Town",1231,4.1754317748405
"Rural",1231,4.1754317748405
"Metropolitan",1232,0.153411755662216
"Town",1232,0.153411755662216
"Rural",1232,0.153411755662216
"Metropolitan",1233,0.543407022647352
"Town",1233,0.543407022647352
"Rural",1233,0.543407022647352
"Metropolitan",1234,3.57761325048195
"Town",1234,3.57761325048195
"Rural",1234,3.57761325048195
"Metropolitan",1235,4.91287537234302
"Town",1235,4.91287537234302
"Rural",1235,4.91287537234302
"Metropolitan",1236,3.65505405812909
"Town",1236,3.65505405812909
"Rural",1236,3.65505405812909
"Metropolitan",1237,6.20275948505758
"Town",1237,6.20275948505758
"Rural",1237,6.20275948505758
"Metropolitan",1238,2.0723660398456
"Town",1238,2.0723660398456
"Rural",1238,2.0723660398456
"Metropolitan",1239,3.28006070804658
"Town",1239,3.28006070804658
"Rural",1239,3.28006070804658
"Metropolitan",1240,6.89729072257353
"Town",1240,6.89729072257353
"Rural",1240,6.89729072257353
"Metropolitan",1241,0.120766684185753
"Town",1241,0.120766684185753
"Rural",1241,0.120766684185753
"Metropolitan",1242,5.25184785397143
"Town",1242,5.25184785397143
"Rural",1242,5.25184785397143
"Metropolitan",1243,16.4222122735173
"Town",1243,16.4222122735173
"Rural",1243,16.4222122735173
"Metropolitan",1244,0.0692510650249206
"Town",1244,0.0692510650249206
"Rural",1244,0.0692510650249206
"Metropolitan",1245,1.48443004699266
"Town",1245,1.48443004699266
"Rural",1245,1.48443004699266
"Metropolitan",1246,2.30873495389008
"Town",1246,2.30873495389008
"Rural",1246,2.30873495389008
"Metropolitan",1247,2.32335971693811
"Town",1247,2.32335971693811
"Rural",1247,2.32335971693811
"Metropolitan",1248,2.06827860242516
"Town",1248,2.06827860242516
"Rural",1248,2.06827860242516
"Metropolitan",1249,2.21112664734518
"Town",1249,2.21112664734518
"Rural",1249,2.21112664734518
"Metropolitan",1250,3.036147435741
"Town",1250,3.036147435741
"Rural",1250,3.036147435741
"Metropolitan",1251,7.30601523825898
"Town",1251,7.30601523825898
"Rural",1251,7.30601523825898
"Metropolitan",1252,11.2960068286399
"Town",1252,11.2960068286399
"Rural",1252,11.2960068286399
"Metropolitan",1253,3.30192984643658
"Town",1253,3.30192984643658
"Rural",1253,3.30192984643658
"Metropolitan",1254,0.139095153462175
"Town",1254,0.139095153462175
"Rural",1254,0.139095153462175
"Metropolitan",1255,0.793224817951167
"Town",1255,0.793224817951167
"Rural",1255,0.793224817951167
"Metropolitan",1256,10.246971338729
"Town",1256,10.246971338729
"Rural",1256,10.246971338729
"Metropolitan",1257,2.0141093174228
"Town",1257,2.0141093174228
"Rural",1257,2.0141093174228
"Metropolitan",1258,0.905205165890378
"Town",1258,0.905205165890378
"Rural",1258,0.905205165890378
"Metropolitan",1259,0.969248017918275
"Town",1259,0.969248017918275
"Rural",1259,0.969248017918275
"Metropolitan",1260,2.93116769220799
"Town",1260,2.93116769220799
"Rural",1260,2.93116769220799
"Metropolitan",1261,4.70958000020772
"Town",1261,4.70958000020772
"Rural",1261,4.70958000020772
"Metropolitan",1262,0.0175024125383031
"Town",1262,0.0175024125383031
"Rural",1262,0.0175024125383031
"Metropolitan",1263,0.0118118548918741
"Town",1263,0.0118118548918741
"Rural",1263,0.0118118548918741
"Metropolitan",1264,0.000333030787551063
"Town",1264,0.000333030787551063
"Rural",1264,0.000333030787551063
"Metropolitan",1265,0.0191234202571679
"Town",1265,0.0191234202571679
"Rural",1265,0.0191234202571679
"Metropolitan",1266,0.0128915536364695
"Town",1266,0.0128915536364695
"Rural",1266,0.0128915536364695
"Metropolitan",1267,0.136536304337352
"Town",1267,0.136536304337352
"Rural",1267,0.136536304337352
"Metropolitan",1268,72.9828743952085
"Town",1268,72.9828743952085
"Rural",1268,72.9828743952085
"Metropolitan",1269,0.317396555868782
"Town",1269,0.317396555868782
"Rural",1269,0.317396555868782
"Metropolitan",1270,2.83550973269113
"Town",1270,2.83550973269113
"Rural",1270,2.83550973269113
"Metropolitan",1271,0.0355659023830434
"Town",1271,0.0355659023830434
"Rural",1271,0.0355659023830434
"Metropolitan",1272,0.0316817157255112
"Town",1272,0.0316817157255112
"Rural",1272,0.0316817157255112
"Metropolitan",1273,0.0288572268617845
"Town",1273,0.0288572268617845
"Rural",1273,0.0288572268617845
"Metropolitan",1274,0.211583459399834
"Town",1274,0.211583459399834
"Rural",1274,0.211583459399834
"Metropolitan",1275,0.251256233384959
"Town",1275,0.251256233384959
"Rural",1275,0.251256233384959
"Metropolitan",1276,0.253448414018617
"Town",1276,0.253448414018617
"Rural",1276,0.253448414018617
"Metropolitan",1277,0.0436496910895704
"Town",1277,0.0436496910895704
"Rural",1277,0.0436496910895704
"Metropolitan",1278,2.72973682482458
"Town",1278,2.72973682482458
"Rural",1278,2.72973682482458
"Metropolitan",1279,0.149378703579163
"Town",1279,0.149378703579163
"Rural",1279,0.149378703579163
"Metropolitan",1280,0.23069245121529
"Town",1280,0.23069245121529
"Rural",1280,0.23069245121529
"Metropolitan",1281,9.4141790982104
"Town",1281,9.4141790982104
"Rural",1281,9.4141790982104
"Metropolitan",1282,0.529240487430204
"Town",1282,0.529240487430204
"Rural",1282,0.529240487430204
"Metropolitan",1283,0.462371606629161
"Town",1283,0.462371606629161
"Rural",1283,0.462371606629161
"Metropolitan",1284,0.0328736874069483
"Town",1284,0.0328736874069483
"Rural",1284,0.0328736874069483
"Metropolitan",1285,1.79085156377662
"Town",1285,1.79085156377662
"Rural",1285,1.79085156377662
"Metropolitan",1286,2.15617263280618
"Town",1286,2.15617263280618
"Rural",1286,2.15617263280618
"Metropolitan",1287,6.57139050777384
"Town",1287,6.57139050777384
"Rural",1287,6.57139050777384
"Metropolitan",1288,0.733958445635257
"Town",1288,0.733958445635257
"Rural",1288,0.733958445635257
"Metropolitan",1289,1.37479121144952
"Town",1289,1.37479121144952
"Rural",1289,1.37479121144952
"Metropolitan",1290,7.08323015634747
"Town",1290,7.08323015634747
"Rural",1290,7.08323015634747
"Metropolitan",1291,2.01464159754688
"Town",1291,2.01464159754688
"Rural",1291,2.01464159754688
"Metropolitan",1292,0.0436645183407442
"Town",1292,0.0436645183407442
"Rural",1292,0.0436645183407442
"Metropolitan",1293,6.62656994888734
"Town",1293,6.62656994888734
"Rural",1293,6.62656994888734
"Metropolitan",1294,0.575439854903902
"Town",1294,0.575439854903902
"Rural",1294,0.575439854903902
"Metropolitan",1295,4.97008893090716
"Town",1295,4.97008893090716
"Rural",1295,4.97008893090716
"Metropolitan",1296,16.6085809768469
"Town",1296,16.6085809768469
"Rural",1296,16.6085809768469
"Metropolitan",1297,8902519.37970199
"Town",1297,8902519.37970199
"Rural",1297,8902519.37970199
"Metropolitan",1298,6255290.87376474
"Town",1298,6255290.87376474
"Rural",1298,6255290.87376474
"Metropolitan",1299,4.83430385505211e-10
"Town",1299,4.83430385505211e-10
"Rural",1299,4.83430385505211e-10
"Metropolitan",1300,4424264.48651189
"Town",1300,4424264.48651189
"Rural",1300,4424264.48651189
"Metropolitan",1301,1473420.3920978
"Town",1301,1473420.3920978
"Rural",1301,1473420.3920978
"Metropolitan",1302,2739002.04094997
"Town",1302,2739002.04094997
"Rural",1302,2739002.04094997
"Metropolitan",1303,1879499.44842886
"Town",1303,1879499.44842886
"Rural",1303,1879499.44842886
"Metropolitan",1304,1170357.93850285
"Town",1304,1170357.93850285
"Rural",1304,1170357.93850285
"Metropolitan",1305,4358088.72687612
"Town",1305,4358088.72687612
"Rural",1305,4358088.72687612
"Metropolitan",1306,11222939.1630304
"Town",1306,11222939.1630304
"Rural",1306,11222939.1630304
"Metropolitan",1307,7175148.51095466
"Town",1307,7175148.51095466
"Rural",1307,7175148.51095466
"Metropolitan",1308,5302590.40166907
"Town",1308,5302590.40166907
"Rural",1308,5302590.40166907
"Metropolitan",1309,3102863.02793414
"Town",1309,3102863.02793414
"Rural",1309,3102863.02793414
"Metropolitan",1310,13.1345565049021
"Town",1310,13.1345565049021
"Rural",1310,13.1345565049021
"Metropolitan",1311,70444.8165411276
"Town",1311,70444.8165411276
"Rural",1311,70444.8165411276
"Metropolitan",1312,184.810797821258
"Town",1312,184.810797821258
"Rural",1312,184.810797821258
"Metropolitan",1313,2146.18678620913
"Town",1313,2146.18678620913
"Rural",1313,2146.18678620913
"Metropolitan",1314,6.00628921740429
"Town",1314,6.00628921740429
"Rural",1314,6.00628921740429
"Metropolitan",1315,1434876.35937281
"Town",1315,1434876.35937281
"Rural",1315,1434876.35937281
"Metropolitan",1316,7653879.17009277
"Town",1316,7653879.17009277
"Rural",1316,7653879.17009277
"Metropolitan",1317,2349416.57501446
"Town",1317,2349416.57501446
"Rural",1317,2349416.57501446
"Metropolitan",1318,472570.541588562
"Town",1318,472570.541588562
"Rural",1318,472570.541588562
"Metropolitan",1319,1928315.12363235
"Town",1319,1928315.12363235
"Rural",1319,1928315.12363235
"Metropolitan",1320,2089116.54975108
"Town",1320,2089116.54975108
"Rural",1320,2089116.54975108
"Metropolitan",1321,141304.487288354
"Town",1321,141304.487288354
"Rural",1321,141304.487288354
"Metropolitan",1322,3.29969294960894e-10
"Town",1322,3.29969294960894e-10
"Rural",1322,3.29969294960894e-10
"Metropolitan",1323,6.88283631165375e-10
"Town",1323,6.88283631165375e-10
"Rural",1323,6.88283631165375e-10
"Metropolitan",1324,6.50207497303485e-11
"Town",1324,6.50207497303485e-11
"Rural",1324,6.50207497303485e-11
"Metropolitan",1325,56505788.3281249
"Town",1325,56505788.3281249
"Rural",1325,56505788.3281249
"Metropolitan",1326,1205822.07439278
"Town",1326,1205822.07439278
"Rural",1326,1205822.07439278
"Metropolitan",1327,7356532.64232676
"Town",1327,7356532.64232676
"Rural",1327,7356532.64232676
"Metropolitan",1328,1356047.93870445
"Town",1328,1356047.93870445
"Rural",1328,1356047.93870445
"Metropolitan",1329,2079501.39569104
"Town",1329,2079501.39569104
"Rural",1329,2079501.39569104
"Metropolitan",1330,7855658.79894056
"Town",1330,7855658.79894056
"Rural",1330,7855658.79894056
"Metropolitan",1331,19774684.1877385
"Town",1331,19774684.1877385
"Rural",1331,19774684.1877385
"Metropolitan",1332,5.13379044245548e-10
"Town",1332,5.13379044245548e-10
"Rural",1332,5.13379044245548e-10
"Metropolitan",1333,13.3405724921893
"Town",1333,13.3405724921893
"Rural",1333,13.3405724921893
"Metropolitan",1334,7.18771083206195
"Town",1334,7.18771083206195
"Rural",1334,7.18771083206195
"Metropolitan",1335,9.73335386474097e-11
"Town",1335,9.73335386474097e-11
"Rural",1335,9.73335386474097e-11
"Metropolitan",1336,23001.9534448474
"Town",1336,23001.9534448474
"Rural",1336,23001.9534448474
"Metropolitan",1337,2.66939901001393e-07
"Town",1337,2.66939901001393e-07
"Rural",1337,2.66939901001393e-07
"Metropolitan",1338,1.95140620691561e-09
"Town",1338,1.95140620691561e-09
"Rural",1338,1.95140620691561e-09
"Metropolitan",1339,1.88728485817703e-14
"Town",1339,1.88728485817703e-14
"Rural",1339,1.88728485817703e-14
"Metropolitan",1340,7.22252340631986e-06
"Town",1340,7.22252340631986e-06
"Rural",1340,7.22252340631986e-06
"Metropolitan",1341,1994.45780949005
"Town",1341,1994.45780949005
"Rural",1341,1994.45780949005
"Metropolitan",1342,3373.97866566059
"Town",1342,3373.97866566059
"Rural",1342,3373.97866566059
"Metropolitan",1343,14135.2886115614
"Town",1343,14135.2886115614
"Rural",1343,14135.2886115614
"Metropolitan",1344,10844.7935961661
"Town",1344,10844.7935961661
"Rural",1344,10844.7935961661
"Metropolitan",1345,1.65025879527726e-06
"Town",1345,1.65025879527726e-06
"Rural",1345,1.65025879527726e-06
"Metropolitan",1346,2.93056871116173e-08
"Town",1346,2.93056871116173e-08
"Rural",1346,2.93056871116173e-08
"Metropolitan",1347,5.49762641093142e-24
"Town",1347,5.49762641093142e-24
"Rural",1347,5.49762641093142e-24
"Metropolitan",1348,3.12072983677505e-31
"Town",1348,3.12072983677505e-31
"Rural",1348,3.12072983677505e-31
"Metropolitan",1349,1543336.59692147
"Town",1349,1543336.59692147
"Rural",1349,1543336.59692147
"Metropolitan",1350,3.64460738688028
"Town",1350,3.64460738688028
"Rural",1350,3.64460738688028
"Metropolitan",1351,7.88918656150104
"Town",1351,7.88918656150104
"Rural",1351,7.88918656150104
"Metropolitan",1352,3.35776655689886
"Town",1352,3.35776655689886
"Rural",1352,3.35776655689886
"Metropolitan",1353,1534482.23628992
"Town",1353,1534482.23628992
"Rural",1353,1534482.23628992
"Metropolitan",1354,1485995.08952849
"Town",1354,1485995.08952849
"Rural",1354,1485995.08952849
"Metropolitan",1355,1657348.59673297
"Town",1355,1657348.59673297
"Rural",1355,1657348.59673297
"Metropolitan",1356,106978.417247988
"Town",1356,106978.417247988
"Rural",1356,106978.417247988
"Metropolitan",1357,5550720.29278852
"Town",1357,5550720.29278852
"Rural",1357,5550720.29278852
"Metropolitan",1358,14880649.6419033
"Town",1358,14880649.6419033
"Rural",1358,14880649.6419033
"Metropolitan",1359,2.46841581365813e-39
"Town",1359,2.46841581365813e-39
"Rural",1359,2.46841581365813e-39
"Metropolitan",1360,2517269.16066753
"Town",1360,2517269.16066753
"Rural",1360,2517269.16066753
"Metropolitan",1361,51.8987299007771
"Town",1361,51.8987299007771
"Rural",1361,51.8987299007771
"Metropolitan",1362,4.38766316415694e-10
"Town",1362,4.38766316415694e-10
"Rural",1362,4.38766316415694e-10
"Metropolitan",1363,5.38607153531943
"Town",1363,5.38607153531943
"Rural",1363,5.38607153531943
"Metropolitan",1364,1891386.53859477
"Town",1364,1891386.53859477
"Rural",1364,1891386.53859477
"Metropolitan",1365,685950.298878807
"Town",1365,685950.298878807
"Rural",1365,685950.298878807
"Metropolitan",1366,3.86273162273991e-10
"Town",1366,3.86273162273991e-10
"Rural",1366,3.86273162273991e-10
"Metropolitan",1367,464282.93654301
"Town",1367,464282.93654301
"Rural",1367,464282.93654301
"Metropolitan",1368,29433585.2554836
"Town",1368,29433585.2554836
"Rural",1368,29433585.2554836
"Metropolitan",1369,7799280.29253506
"Town",1369,7799280.29253506
"Rural",1369,7799280.29253506
"Metropolitan",1370,43811.7869669157
"Town",1370,43811.7869669157
"Rural",1370,43811.7869669157
"Metropolitan",1371,5.86219386785395e-10
"Town",1371,5.86219386785395e-10
"Rural",1371,5.86219386785395e-10
"Metropolitan",1372,3.93980881673568e-10
"Town",1372,3.93980881673568e-10
"Rural",1372,3.93980881673568e-10
"Metropolitan",1373,1.61235556158781e-08
"Town",1373,1.61235556158781e-08
"Rural",1373,1.61235556158781e-08
"Metropolitan",1374,1.27335046034249e-07
"Town",1374,1.27335046034249e-07
"Rural",1374,1.27335046034249e-07
"Metropolitan",1375,0.00184934715470892
"Town",1375,0.00184934715470892
"Rural",1375,0.00184934715470892
"Metropolitan",1376,0.0659131870288898
"Town",1376,0.0659131870288898
"Rural",1376,0.0659131870288898
"Metropolitan",1377,18.0362406432872
"Town",1377,18.0362406432872
"Rural",1377,18.0362406432872
"Metropolitan",1378,0.00924485857256657
"Town",1378,0.00924485857256657
"Rural",1378,0.00924485857256657
"Metropolitan",1379,0.207102155836851
"Town",1379,0.207102155836851
"Rural",1379,0.207102155836851
"Metropolitan",1380,0.0991618333395674
"Town",1380,0.0991618333395674
"Rural",1380,0.0991618333395674
"Metropolitan",1381,0.000322316220933662
"Town",1381,0.000322316220933662
"Rural",1381,0.000322316220933662
"Metropolitan",1382,6.16670915187704e-05
"Town",1382,6.16670915187704e-05
"Rural",1382,6.16670915187704e-05
"Metropolitan",1383,1.45470866827728e-07
"Town",1383,1.45470866827728e-07
"Rural",1383,1.45470866827728e-07
"Metropolitan",1384,7.51009531369061e-05
"Town",1384,7.51009531369061e-05
"Rural",1384,7.51009531369061e-05
"Metropolitan",1385,1.52500249873254
"Town",1385,1.52500249873254
"Rural",1385,1.52500249873254
"Metropolitan",1386,9.65293558240203e-05
"Town",1386,9.65293558240203e-05
"Rural",1386,9.65293558240203e-05
"Metropolitan",1387,0.0371614866396846
"Town",1387,0.0371614866396846
"Rural",1387,0.0371614866396846
"Metropolitan",1388,1.05040620187047e-06
"Town",1388,1.05040620187047e-06
"Rural",1388,1.05040620187047e-06
"Metropolitan",1389,1.4396885098306e-31
"Town",1389,1.4396885098306e-31
"Rural",1389,1.4396885098306e-31
"Metropolitan",1390,4.82808229766513e-11
"Town",1390,4.82808229766513e-11
"Rural",1390,4.82808229766513e-11
"Metropolitan",1391,4.03268249897698e-08
"Town",1391,4.03268249897698e-08
"Rural",1391,4.03268249897698e-08
"Metropolitan",1392,9.64515808037643e-08
"Town",1392,9.64515808037643e-08
